"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Venclexta","Venetoclax","TABLET;ORAL","208573","ABBVIE INC","10/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208573s026lbl.pdf#page=54"
"Venlafaxine Hydrochloride","Venlafaxine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022104","OSMOTICA PHARM","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022104s021lbl.pdf#page=35"
"Vibativ","Telavancin Hydrochloride","POWDER;INTRAVENOUS","022110","CUMBERLAND PHARMS","05/06/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Vibativ","Telavancin","INJECTABLE; INJECTION","022407","THERAVANCE INC","06/21/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Viberzi","Eluxadoline","TABLET;ORAL","206940","ALLERGAN HOLDINGS","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206940s007lbl.pdf#page=20"
"Vicoprofen","Hydrocodone Bitartrate; Ibuprofen","TABLET;ORAL","020716","ABBVIE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020716s012s013s014s015s016lbl.pdf#page=36"
"Victoza","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","022341","NOVO NORDISK INC","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022341s037s038lbl.pdf#page=31"
"Victrelis","Boceprevir","CAPSULE;ORAL","202258","MERCK SHARP DOHME","01/30/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202258MG.pdf#page=27"
"Videx","Didanosine","FOR SOLUTION;ORAL","020156","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020156s054lbl.pdf#page=34"
"Videx EC","Didanosine","CAPSULE, DELAYED REL PELLETS;ORAL","021183","BRISTOL MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021183s029lbl.pdf#page=33"
"Viekira Pak (Copackaged)","Dasabuvir Sodium; Ombitasvir, Paritaprevir, Ritonavir","TABLET;ORAL","206619","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206619s020lbl.pdf#page=49"
"Viekira XR","Dasabuvir Sodium; Ombitasvir; Paritaprevir; Ritonavir","TABLET, EXTENDED RELEASE;ORAL","208624","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208624s008lbl.pdf#page=49"
"Viibryd","Vilazodone Hydrochloride","TABLET;ORAL","022567","ALLERGAN","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022567s022lbl.pdf#page=17"
"Vimovo","Esomeprazole Magnesium; Naproxen","TABLET, DELAYED RELEASE;ORAL","022511","HORIZON","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022511s028lbl.pdf#page=40"
"Vimpat","Lacosamide","TABLET;ORAL","022253","UCB INC","09/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022253s055,022254s045,022255s037lbl.pdf#page=30"
"Vimpat","Lacosamide","SOLUTION;INTRAVENOUS","022254","UCB INC","09/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022253s055,022254s045,022255s037lbl.pdf#page=30"
"Vimpat","Lacosamide","SOLUTION;ORAL","022255","UCB INC","09/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022253s055,022254s045,022255s037lbl.pdf#page=30"
"Viokace","Pancrelipase (Amylase;Lipase;Protease)","TABLET;ORAL","022542","VIOKACE","09/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022542s007lbl.pdf#page=12"
"Viramune","Nevirapine","SUSPENSION;ORAL","020933","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"Viramune","Nevirapine","TABLET;ORAL","020636","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
"Viramune XR","Nevirapine","TABLET, EXTENDED RELEASE;ORAL","201152","BOEHRINGER INGELHEIM","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201152s014lbl.pdf#page=18"
"Visicol","Sodium Phosphate, Dibasic Anhydrous; Sodium Phosphate, Monobasic, Monohydrate","TABLET;ORAL","021097","SALIX PHARMS","03/07/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021097s016lbl.pdf#page=11"
"Vituz","Chlorpheniramine Maleate; Hydrocodone Bitartrate","SOLUTION;ORAL","204307","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204307s004lbl.pdf#page=25"
"Vivactil","Protriptyline Hydrochloride","TABLET;ORAL","016012","TEVA WOMENS","07/17/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Vivactil.pdf"
"Vivitrol","Naltrexone","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","021897","ALKERMES","05/06/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021897s052lbl.pdf#page=33"
"Vivlodex","Meloxicam","CAPSULE;ORAL","207233","ZYLA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207233s004lbl.pdf#page=24"
"Vogelxo","Testosterone","GEL;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
"Vogelxo","Testosterone","GEL, METERED;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
"Voltaren","Diclofenac Sodium","TABLET, DELAYED RELEASE;ORAL","019201","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019201s048lbl.pdf#page=18"
"Voltaren Arthritis Pain","Diclofenac Sodium","GEL;TOPICAL","022122","GLAXOSMITHKLINE CONS","11/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022122s011lbl.pdf#page=22"
"Voltaren-XR","Diclofenac Sodium","TABLET, EXTENDED RELEASE;ORAL","020254","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020254s030lbl.pdf#page=18"
"Votrient","Pazopanib Hydrochloride","TABLET;ORAL","022465","NOVARTIS","09/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022465s031s032lbl.pdf#page=27"
"Vraylar","Cariprazine Hydrochloride","CAPSULE;ORAL","204370","ALLERGAN","05/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204370s006lbl.pdf#page=39"
"Vyvanse","Lisdexamfetamine Dimesylate","TABLET, CHEWABLE;ORAL","208510","TAKEDA PHARMS USA","02/25/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021977s048,208510s005lbl.pdf#page=38"
"Vyvanse","Lisdexamfetamine Dimesylate","CAPSULE;ORAL","021977","TAKEDA PHARMS USA","02/25/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021977s048,208510s005lbl.pdf#page=38"
"Wegovy","Semaglutide","SOLUTION;SUBCUTANEOUS","215256","NOVO","12/23/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215256s005lbl.pdf#page=32"
"Welireg","Belzutifan","TABLET;ORAL","215383","MERCK SHARP DOHME","08/13/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215383s000lbl.pdf#page=14"
"Wellbutrin","Bupropion Hydrochloride","TABLET;ORAL","018644","GLAXOSMITHKLINE","10/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018644s057lbl.pdf#page=32"
"Wellbutrin SR","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020358","GLAXOSMITHKLINE","10/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020358s064lbl.pdf#page=34"
"Wellbutrin XL","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021515","BAUSCH","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021515s044lbl.pdf#page=29"
"Xalkori","Crizotinib","CAPSULE;ORAL","202570","PF PRISM CV","09/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202570s031lbl.pdf#page=35"
"Xanax","Alprazolam","TABLET;ORAL","018276","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf#page=22"
"Xanax XR","Alprazolam","TABLET, EXTENDED RELEASE;ORAL","021434","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021434s022lbl.pdf#page=23"
"Xarelto","Rivaroxaban","TABLET;ORAL","022406","JANSSEN PHARMS","03/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
"Xarelto","Rivaroxaban","TABLET;ORAL","202439","JANSSEN PHARMS","03/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
"Xarelto","Rivaroxaban","FOR SUSPENSION;ORAL","215859","JANSSEN PHARMS","12/20/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215859s000lbl.pdf#page=77"
"Xartemis XR","Acetaminophen; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","204031","MALLINCKRODT INC","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204031s004s005lbl.pdf#page=34"
"Xcopri","Cenobamate","TABLET;ORAL","212839","SK LIFE","06/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212839s006s007lbl.pdf#page=25"
"Xeljanz","Tofacitinib Citrate","SOLUTION;ORAL","213082","PFIZER","12/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203214s028,208246s013,213082s003lbl.pdf#page=66"
"Xeljanz","Tofacitinib Citrate","TABLET;ORAL","203214","PF PRISM CV","12/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203214s028,208246s013,213082s003lbl.pdf#page=66"
"Xeljanz XR","Tofacitinib Citrate","TABLET, EXTENDED RELEASE;ORAL","208246","PFIZER","12/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203214s028,208246s013,213082s003lbl.pdf#page=66"
"Xenazine","Tetrabenazine","TABLET;ORAL","021894","BAUSCH","09/13/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021894s013lbl.pdf#page=24"
"Xeomin","Incobotulinumtoxina","INJECTABLE;INJECTION","125360","MERZ PHARMS","08/13/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125360s093lbl.pdf#page=23"
"Xiaflex","Collagenase Clostridium Histolyticum","SOLUTION; INJECTION","125338","AUXILIUM PHARMS","01/11/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125338s117lbl.pdf#page=33"
"Xigduo XR","Dapagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205649","ASTRAZENECA AB","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205649s018lbl.pdf#page=60"
"Xolair","Omalizumab","VIAL","103976","GENENTECH","04/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103976s5238lbl.pdf#page=36"
"Xospata","Gilteritinib Fumarate","TABLET;ORAL","211349","ASTELLAS","01/12/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211349s003lbl.pdf#page=18"
"Xpovio","Selinexor","TABLET;ORAL","212306","KARYOPHARM THERAPS","03/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212306s010lbl.pdf#page=31"
"Xtampza ER","Oxycodone","CAPSULE, EXTENDED RELEASE;ORAL","208090","COLLEGIUM PHARM INC","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208090s015lbl.pdf#page=39"
"Xultophy 100/3.6","Insulin Degludec; Liraglutide","SOLUTION;SUBCUTANEOUS","208583","NOVO","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208583s018s019lbl.pdf#page=40"
"Xyosted (Autoinjector)","Testosterone Enanthate","SOLUTION;SUBCUTANEOUS","209863","ANTARES PHARMA INC","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209863s000lbl.pdf#page=16"
"Xyrem","Sodium Oxybate","SOLUTION;ORAL","021196","JAZZ PHARMS","08/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021196s040lbl.pdf#page=25"
"Xywav","Calcium Oxybate; Magnesium Oxybate; Potassium Oxybate; Sodium Oxybate","SOLUTION;ORAL","212690","JAZZ","08/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212690s010lbl.pdf#page=29"
"Yervoy","Ipilimumab","INJECTABLE; INJECTION","125377","BRISTOL MYERS SQUIBB","11/23/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125377s130lbl.pdf#page=72"
"Yondelis","Trabectedin","POWDER;INTRAVENOUS","207953","JANSSEN PRODS","06/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207953s004lbl.pdf#page=20"
"Yosprala","Aspirin; Omeprazole","TABLET, DELAYED RELEASE;ORAL","205103","GENUS LIFESCIENCES","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205103s008lbl.pdf#page=29"
"Yusimry","Adalimumab-Aqvh","INJECTABLE;INJECTION","761216","COHERUS BIOSCIENCES INC","12/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761216s000lbl.pdf#page=38"
"Zarontin","Ethosuximide","CAPSULE;ORAL","012380","PARKE DAVIS","10/28/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/012380s034mg.pdf"
"Zegerid","Omeprazole; Sodium Bicarbonate","CAPSULE;ORAL","021849","SALIX","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021849s019,021636s024lbl.pdf#page=31"
"Zegerid","Omeprazole; Sodium Bicarbonate","FOR SUSPENSION;ORAL","021636","SALIX","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021849s019,021636s024lbl.pdf#page=31"
"Zelboraf","Vemurafenib","TABLET;ORAL","202429","HOFFMANN LA ROCHE","05/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202429s016lbl.pdf#page=21"
"Zenpep","Pancrelipase;Lipase;Protease;Amylase","CAPSULE, DELAYED RELEASE;ORAL","022210","AIMMUNE","09/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022210s024lbl.pdf#page=14"
"Zenpep","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022210","ZENPEP","03/20/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM180714.pdf"
"Zeposia","Ozanimod Hydrochloride","CAPSULE;ORAL","209899","CELGENE INTL","09/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209899s005lbl.pdf#page=25"
"Zerit","Stavudine","FOR SOLUTION;ORAL","020413","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020412s041,020413s033lbl.pdf#page=29"
"Ziagen","Abacavir Sulfate","SOLUTION;ORAL","020978","VIIV HLTHCARE","11/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020977s035,020978s038lbl.pdf#page=27"
"Zinbryta","Daclizumab","INJECTABLE;INJECTION","761029","BIOGEN","11/01/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761029s001lbl.pdf#page=24"
"Zipsor","Diclofenac Potassium","CAPSULE;ORAL","022202","ASSERTIO","05/25/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM243355.pdf"
"Zohydro ER","Hydrocodone Bitartrate","CAPSULE, EXTENDED RELEASE;ORAL","202880","RECRO GAINESVILLE","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202880s020lbl.pdf#page=30"
"Zoloft","Sertraline Hydrochloride","CONCENTRATE;ORAL","020990","UPJOHN","01/25/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s102,020990s059lbl.pdf#page=28"
"Zoloft","Sertraline Hydrochloride","TABLET;ORAL","019839","UPJOHN","01/25/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s102,020990s059lbl.pdf#page=28"
"Zolpidem Tartrate","Zolpidem Tartrate","TABLET;ORAL","076062","STRIDES PHARMA","04/23/2007","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Zolpidem.pdf"
"Zolpimist","Zolpidem Tartrate","SPRAY, METERED;ORAL","022196","AYTU","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022196s012lbl.pdf#page=19"
"Zonegran","Zonisamide","CAPSULE;ORAL","020789","CONCORDIA","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf#page=25"
"Zonisade","Zonisamide","SUSPENSION;ORAL","214273","AZURITY","07/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214273s000lbl.pdf#page=27"
"Zontivity","Vorapaxar Sulfate","TABLET;ORAL","204886","XSPIRE PHARMA","11/07/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM447698.pdf"
"Zortress","Everolimus","TABLET;ORAL","021560","NOVARTIS","08/10/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021560s021lbl.pdf#page=32"
"Zorvolex","Diclofenac","CAPSULE;ORAL","204592","ZYLA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204592s013lbl.pdf#page=26"
"Ztalmy","Ganaxolone","SUSPENSION;ORAL","215904","MARINUS PHARMACEUTICALS","11/09/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215904s001s002lbl.pdf#page=15"
"Zubsolv","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","204242","OREXO US INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/204242s021s023lbl.pdf#page=20"
"Zulresso","Brexanolone","SOLUTION;INTRAVENOUS","211371","SAGE THERAP","06/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211371s007lbl.pdf#page=20"
"Zurampic","Lesinurad","TABLET;ORAL","207988","IRONWOOD PHARMS INC","08/04/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207988lbl.pdf#page=17"
"Zutripro","Chlorpheniramine Maleate; Hydrocodone Bitartrate; Pseudoephedrine Hydrochloride","SOLUTION;ORAL","022439","PERSION","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022439s010lbl.pdf#page=28"
"Zyban","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020711","GLAXOSMITHKLINE","03/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020711s052lbl.pdf#page=38"
"Zydelig","Idelalisib","TABLET;ORAL","205858","GILEAD SCIENCES INC","02/18/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205858s016lbl.pdf#page=25"
"Zyprexa","Olanzapine","TABLET;ORAL","020592","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"Zyprexa","Olanzapine","INJECTABLE;INTRAMUSCULAR","021253","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"Zyprexa Relprevv","Olanzapine Pamoate","SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","022173","ELI LILLY CO","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022173s036lbl.pdf#page=29"
"Zyprexa Zydis","Olanzapine","TABLET, ORALLY DISINTEGRATING;ORAL","021086","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
